,x,y,id,address,category_group_code,category_group_name,category_name,place_name,road_address_name
59,126.919762382021,37.5533145498879,23907812,서울 마포구 서교동 371-10,,,"교육,학문 > 문화센터",규수당 문화센터,서울 마포구 양화로 112
60,126.918767376527,37.5483223399648,14941277,서울 마포구 합정동 410-11,AG2,중개업소,부동산 > 부동산서비스 > 부동산중개업소,문화공인중개사사무소,서울 마포구 양화로6길 84
61,126.937729361752,37.5532028566454,13603045,서울 마포구 노고산동 31-162,,,"서비스,산업 > 전문대행 > 공간대여 > 모임공간",모임문화공간 위지안,서울 마포구 고산길 6
62,126.91947135215,37.5545361045696,9452993,서울 마포구 서교동 352-26,,,"사회,공공기관 > 단체,협회",대한인쇄문화협회,서울 마포구 양화로15길 12
63,126.918090491978,37.5588202974878,9001333,서울 마포구 연남동 487-391,,,"서비스,산업 > 건설,건축 > 시공업체 > 유리,창호시공",문화유리,서울 마포구 월드컵북로8길 3
64,126.916480298721,37.5534492255874,462745429,서울 마포구 서교동 377-8,,,"교육,학문 > 교육단체",청소년통일문화,서울 마포구 월드컵로8길 72-5
65,126.929175195088,37.5552252801915,1314618932,서울 마포구 서교동 327-21,CE7,카페,음식점 > 카페,포인핸드 입양문화센터,서울 마포구 와우산로29길 14-10
66,126.920121664971,37.5453914140004,1409846394,서울 마포구 당인동 27-9,,,여행 > 공원,당인동문화공원,
67,126.93975580597542,37.557953966765695,1694875377,서울 서대문구 창천동 4-113,,,"문화,예술 > 문화시설",신촌문화발전소,서울 서대문구 연세로2나길 57
68,126.916415602427,37.5505786004288,315435477,서울 마포구 서교동 494,PK6,주차장,"교통,수송 > 교통시설 > 주차장",서울생활문화센터 서교 주차장,
69,126.92780318606744,37.55910954914513,846918043,서울 서대문구 창천동 377,CE7,카페,음식점 > 카페 > 커피전문점,바람커피문화상점,서울 서대문구 연희로2길 62
70,126.928521447201,37.5583693666635,12990247,서울 서대문구 창천동 506-20,HP8,병원,"의료,건강 > 병원 > 치과",재단법인화강문화재단 서울이웃린치과의원,서울 서대문구 신촌로 13
71,126.922759521945,37.5485448624904,21910095,서울 마포구 상수동 145-1,,,"서비스,산업 > 전문대행 > 이벤트기획,대행",해오름문화컨텐츠,서울 마포구 와우산로 45
72,126.917812299545,37.5565531955574,1868478811,서울 마포구 서교동 448-14,,,"문화,예술 > 문화시설",문화본부CAB,서울 마포구 월드컵북로5가길 8-15
73,126.935105165622,37.5568703055865,693416974,서울 서대문구 창천동 57-18,,,"가정,생활 > 화장실",창천문화공원 화장실,서울 서대문구 연세로5나길 19
74,126.918516844744,37.5539263753425,15699358,서울 마포구 서교동 375-25,,,"문화,예술 > 공연,연극",공연문화발전소,서울 마포구 양화로15안길 19
75,126.916691242644,37.5449133161804,310624203,서울 마포구 합정동 55-1,,,"가정,생활 > 화장실",마포새빛문화숲 주차장 개방화장실,서울 마포구 토정로 56
76,126.919913832703,37.5556139985004,26932990,서울 마포구 서교동 351-24,,,"교육,학문 > 문화센터",희망나눔문화센터,서울 마포구 동교로 162
77,126.924463469591,37.5555557289527,27355787,서울 마포구 서교동 346-18,,,"사회,공공기관 > 단체,협회 > 사회복지단체",한음문화재단,서울 마포구 홍익로2길 27-22
78,126.920295807493,37.5455050575395,20549764,서울 마포구 당인동 28-9,,,"문화,예술 > 미술,공예 > 화랑",그문화갤러리,서울 마포구 와우산로3길 49
79,126.92253051578524,37.55769434499982,1815368142,서울 마포구 동교동 200-29,,,"가정,생활 > 통신판매 > 인터넷쇼핑몰",시도문화,서울 마포구 동교로 193
80,126.91667075373022,37.55315383289741,25073566,서울 마포구 서교동 377-20,CT1,문화시설,"문화,예술 > 문화시설 > 문화원",(주)복합문화공간사이,서울 마포구 잔다리로7길 18
81,126.92344886429528,37.55611369387584,18785590,서울 마포구 동교동 165-8,,,"문화,예술 > 도서 > 출판사",국제문화교류센터,서울 마포구 양화로 156
82,126.91765015204548,37.54757553929082,2076214525,서울 마포구 합정동 362-8,,,"문화,예술 > 영화,영상",한맥문화,서울 마포구 독막로6길 9
83,126.914708973508,37.5546264642229,26506391,서울 마포구 서교동 481-2,,,"사회,공공기관 > 단체,협회",어린이문화연대,서울 마포구 동교로 114
84,126.93597667167738,37.554160580925775,213910567,서울 마포구 노고산동 106-82,,,"사회,공공기관 > 단체,협회",퀴어문화축제 사무국,서울 마포구 서강로 138
85,126.937760171147,37.5542588422761,27515327,서울 마포구 노고산동 31-34,,,"교육,학문 > 문화센터",새롬문화센터,서울 마포구 백범로1길 10
86,126.919032362121,37.5502434504549,22251609,서울 마포구 서교동 395-73,,,"교육,학문 > 교육단체 > 학교법인,재단",사단법인문화문,서울 마포구 양화로10길 49
87,126.935296942675,37.5444979032137,114844492,서울 마포구 신수동 448-6,,,"사회,공공기관 > 단체,협회",한국출판문화산업진흥원 오디오북센터,서울 마포구 토정로 222
88,126.925427849923,37.5576844975211,1726081531,서울 마포구 동교동 167-24,,,"사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설",발달장애인 문화창작소,서울 마포구 양화로 178-5
89,126.92242601431212,37.560243196595216,1085407090,서울 마포구 연남동 567-28,,,"언론,미디어 > 신문",널위한문화예술,서울 마포구 월드컵북로6길 83
90,126.923580878826,37.5553965854703,17169006,서울 마포구 서교동 348-78,AT4,관광명소,"여행 > 관광,명소 > 테마거리",홍대패션거리,
91,126.92952855247,37.5561535189751,104964874,서울 마포구 동교동 190-1,AT4,관광명소,"여행 > 관광,명소 > 테마거리",경의선책거리,서울 마포구 와우산로35길 50-4
92,126.923065231913,37.5505813183069,23120302,서울 마포구 서교동 361-12,AT4,관광명소,"여행 > 관광,명소 > 테마거리",홍대클럽거리,서울 마포구 와우산로 70
93,126.924263894094,37.5559412279911,8177904,서울 마포구 서교동 348-40,AT4,관광명소,"여행 > 관광,명소 > 테마거리",홍대앞걷고싶은거리,
94,126.92857794246042,37.55135243190681,25325255,서울 마포구 창전동 3-243,AT4,관광명소,"여행 > 관광,명소 > 산",와우산,서울 마포구 와우산로30길 87
